Abadiânia, GO, 30º, 16º, 42% , 22% 
Prainha, PA, 33º, 25º, 82% , 49% 
Portalegre, RN, 33º, 21º, 76% , 32% 
Porciúncula, RJ, 31º, 15º, 69% , 25% 
Saltinho, SP, 35º, 18º, 44% , 16% 
Salitre, CE, 31º, 19º, 83% , 34% 
Saltinho, SC, 32º, 19º, 42% , 23% 
Salto de Pirapora, SP, 30º, 17º, 57% , 26% 
Salto da Divisa, MG, 29º, 17º, 97% , 53% 
Salmourão, SP, 36º, 20º, 35% , 16% 
Salinópolis, PA, 31º, 25º, 95% , 69% 
Salgueiro, PE, 31º, 20º, 84% , 35% 
Salgado Filho, PR, 33º, 19º, 43% , 23% 
Salgado, SE, 27º, 20º, 100% , 56% 
Salgado de São Félix, PB, 28º, 20º, 97% , 56% 
Salgadinho, PE, 28º, 19º, 96% , 58% 
Salete, SC, 32º, 14º, 68% , 23% 
Salgadinho, PB, 29º, 18º, 90% , 45% 
Santa Maria do Suaçuí, MG, 29º, 13º, 82% , 34% 
Salesópolis, SP, 30º, 16º, 51% , 29% 
Santa Rita, PB, 29º, 21º, 98% , 62% 
Santa Terezinha, SC, 32º, 14º, 68% , 23% 
Santa Rosa do Piauí, PI, 34º, 23º, 63% , 30% 
São João Batista, SC, 24º, 16º, 86% , 54% 
São João, PR, 32º, 16º, 44% , 20% 
São Gotardo, MG, 29º, 15º, 49% , 26% 
São Jerônimo da Serra, PR, 31º, 18º, 44% , 23% 
São João Batista do Glória, MG, 31º, 15º, 46% , 19% 
São João, PE, 23º, 17º, 99% , 70% 
São João Batista, MA, 34º, 24º, 94% , 46% 
São Jerônimo, RS, 28º, 18º, 95% , 73% 
São Gonçalo dos Campos, BA, 26º, 19º, 94% , 66% 
São Gonçalo do Amarante, RN, 29º, 22º, 93% , 58% 
São Gonçalo do Rio Preto, MG, 28º, 10º, 83% , 28% 
São Gonçalo do Piauí, PI, 35º, 22º, 59% , 31% 
São Gonçalo do Rio Abaixo, MG, 26º, 11º, 92% , 32% 
São Gonçalo do Gurguéia, PI, 32º, 21º, 65% , 26% 
São Gonçalo do Pará, MG, 30º, 16º, 69% , 25% 
São Gonçalo do Sapucaí, MG, 29º, 14º, 65% , 25% 
Taboão da Serra, SP, 29º, 18º, 64% , 33% 
Tupi Paulista, SP, 36º, 21º, 35% , 16% 
Tupiratins, TO, 36º, 21º, 47% , 23% 
Turiúba, SP, 35º, 18º, 42% , 16% 
Tupãssi, PR, 35º, 19º, 39% , 17% 
Tuparetama, PE, 29º, 18º, 93% , 41% 
Turilândia, MA, 33º, 23º, 98% , 50% 
Tupirama, TO, 37º, 22º, 49% , 23% 
Tuparendi, RS, 29º, 17º, 76% , 41% 
Tupandi, RS, 29º, 19º, 78% , 49% 
Turiaçu, MA, 32º, 24º, 95% , 52% 
Tupanciretã, RS, 26º, 19º, 77% , 51% 
Tupanatinga, PE, 26º, 18º, 93% , 57% 
Tupaciguara, MG, 31º, 18º, 39% , 20% 
Tupanci do Sul, RS, 29º, 15º, 59% , 32% 
Uirapuru, GO, 35º, 20º, 36% , 14% 
Vassouras, RJ, 32º, 16º, 71% , 27% 
Zacarias, SP, 35º, 18º, 42% , 17% 
Zortéa, SC, 32º, 16º, 54% , 24% 
Xinguara, PA, 34º, 22º, 61% , 31% 
Xapuri, AC, 36º, 23º, 84% , 43% 
Xexéu, PE, 27º, 19º, 100% , 64% 
Xique-Xique, BA, 31º, 20º, 73% , 30% 
Xaxim, SC, 33º, 17º, 52% , 24% 
Xambioá, TO, 36º, 23º, 55% , 27% 
Xambrê, PR, 35º, 20º, 34% , 15% 
Wenceslau Braz, PR, 32º, 18º, 44% , 20% 
Witmarsum, SC, 33º, 14º, 71% , 24% 
Wenceslau Guimarães, BA, 28º, 17º, 100% , 54% 
Wenceslau Braz, MG, 27º, 13º, 61% , 28% 
Wanderley, BA, 31º, 17º, 77% , 24% 
Wanderlândia, TO, 36º, 24º, 50% , 25% 
Wall Ferraz, PI, 34º, 23º, 67% , 29% 
Volta Redonda, RJ, 34º, 17º, 64% , 23% 
Vitorino, PR, 31º, 18º, 44% , 22% 
Wagner, BA, 26º, 16º, 96% , 51% 
Volta Grande, MG, 31º, 15º, 74% , 28% 
Votorantim, SP, 31º, 17º, 52% , 26% 
Vitória do Xingu, PA, 35º, 25º, 85% , 46% 
Vitória do Mearim, MA, 34º, 23º, 99% , 43% 
Vitória do Jari, AP, 34º, 22º, 95% , 47% 
Vitória da Conquista, BA, 25º, 15º, 95% , 54% 
Vitória Brasil, SP, 35º, 19º, 38% , 16% 
Vitória de Santo Antão, PE, 27º, 19º, 96% , 62% 
Vitória, ES, 31º, 18º, 99% , 41% 
Vítor Meireles, SC, 32º, 14º, 71% , 24% 
Vista Gaúcha, RS, 31º, 17º, 60% , 37% 
Vista Alegre, RS, 27º, 18º, 86% , 60% 
Vista Alegre do Alto, SP, 33º, 16º, 41% , 16% 
Viseu, PA, 31º, 25º, 94% , 66% 
Virgínia, MG, 28º, 12º, 61% , 26% 
Visconde De Mauá, RJ, 28º, 13º, 60% , 27% 
Virmond, PR, 32º, 18º, 36% , 18% 
Virgolândia, MG, 28º, 14º, 96% , 36% 
Virgem da Lapa, MG, 30º, 15º, 81% , 30% 
Vinhedo, SP, 32º, 18º, 46% , 21% 
Vilhena, RO, 36º, 22º, 54% , 21% 
Vila Valério, ES, 29º, 18º, 100% , 42% 
Vila Velha, ES, 31º, 18º, 99% , 41% 
Vila Pavão, ES, 29º, 17º, 100% , 43% 
Vila Nova dos Martírios, MA, 35º, 23º, 70% , 28% 
Vila Nova do Sul, RS, 21º, 17º, 100% , 80% 
Vila Nova do Piauí, PI, 34º, 21º, 74% , 29% 
Vila Flor, RN, 29º, 22º, 92% , 63% 
Vila Flores, RS, 31º, 16º, 64% , 39% 
Vila Boa, GO, 33º, 15º, 70% , 22% 
Vila Bela da Santíssima Trindade, MT, 38º, 23º, 52% , 21% 
Vieirópolis, PB, 33º, 22º, 74% , 31% 
Victor Graeff, RS, 25º, 17º, 92% , 66% 
Vidal Ramos, SC, 31º, 16º, 66% , 27% 
Videira, SC, 31º, 17º, 56% , 30% 
Vigia, PA, 34º, 24º, 96% , 46% 
Viçosa, MG, 30º, 14º, 80% , 30% 
Viçosa, AL, 25º, 19º, 98% , 73% 
Vicentinópolis, GO, 33º, 19º, 39% , 18% 
Vicente Dutra, RS, 33º, 16º, 55% , 27% 
Vicentina, MS, 37º, 22º, 46% , 19% 
Vianópolis, GO, 30º, 17º, 44% , 24% 
Viana, MA, 34º, 23º, 95% , 44% 
Viamão, RS, 21º, 17º, 91% , 68% 
Viana, ES, 29º, 16º, 88% , 48% 
Viadutos, RS, 31º, 16º, 59% , 25% 
Verê, PR, 33º, 17º, 46% , 21% 
Vertente do Lério, PE, 27º, 18º, 96% , 61% 
Veríssimo, MG, 33º, 19º, 39% , 18% 
Vespasiano, MG, 28º, 14º, 85% , 27% 
Vertentes, PE, 28º, 18º, 97% , 56% 
Veredinha, MG, 29º, 12º, 93% , 30% 
Verdejante, PE, 31º, 20º, 84% , 33% 
Veranópolis, RS, 31º, 16º, 64% , 39% 
Vera Mendes, PI, 34º, 22º, 72% , 30% 
Vera, MT, 38º, 21º, 53% , 18% 
Vera Cruz, SP, 32º, 17º, 39% , 17% 
Vera Cruz, RN, 30º, 20º, 97% , 54% 
Vera Cruz, RS, 28º, 18º, 80% , 54% 
Venturosa, PE, 27º, 17º, 94% , 52% 
Vera Cruz do Oeste, PR, 36º, 22º, 38% , 19% 
Ventania, PR, 30º, 16º, 49% , 21% 
Venha-Ver, RN, 33º, 21º, 78% , 35% 
Várzea Paulista, SP, 30º, 17º, 53% , 25% 
Varzedo, BA, 26º, 18º, 97% , 62% 
Venda Nova do Imigrante, ES, 24º, 12º, 83% , 38% 
Venâncio Aires, RS, 23º, 15º, 97% , 73% 
Vazante, MG, 30º, 17º, 46% , 29% 
Varzelândia, MG, 29º, 16º, 85% , 28% 
Várzea Grande, PI, 34º, 24º, 61% , 29% 
Várzea Nova, BA, 25º, 15º, 93% , 51% 
Várzea Grande, MT, 40º, 21º, 33% , 11% 
Várzea do Poço, BA, 26º, 17º, 95% , 54% 
Várzea da Roça, BA, 27º, 18º, 96% , 54% 
Várzea da Palma, MG, 30º, 16º, 78% , 22% 
Várzea Branca, PI, 32º, 19º, 76% , 29% 
Várzea, PB, 33º, 21º, 79% , 36% 
Várzea Alegre, CE, 33º, 22º, 74% , 31% 
Várzea, RN, 30º, 20º, 96% , 53% 
Varre-Sai, RJ, 32º, 15º, 72% , 26% 
Varjota, CE, 34º, 22º, 85% , 35% 
Varjão de Minas, MG, 29º, 16º, 55% , 26% 
Varginha, MG, 30º, 14º, 73% , 24% 
Varjão, GO, 33º, 19º, 40% , 17% 
Vargem Grande do Sul, SP, 31º, 17º, 46% , 19% 
Vargem Grande Paulista, SP, 29º, 16º, 63% , 32% 
Vargem Grande do Rio Pardo, MG, 26º, 14º, 96% , 37% 
Vargem Grande, MA, 34º, 23º, 97% , 44% 
Vargem Bonita, SC, 32º, 19º, 45% , 21% 
Vargem Bonita, MG, 30º, 15º, 50% , 22% 
Vargem Alta, ES, 30º, 15º, 72% , 30% 
Vargem Alegre, MG, 28º, 14º, 90% , 36% 
Vargem, SC, 31º, 15º, 59% , 23% 
Vargem, SP, 31º, 16º, 51% , 22% 
Vargeão, SC, 31º, 19º, 42% , 23% 
Vanini, RS, 29º, 16º, 60% , 44% 
Valente, BA, 28º, 19º, 98% , 56% 
Valparaíso de Goiás, GO, 29º, 15º, 49% , 27% 
Valparaíso, SP, 34º, 18º, 37% , 16% 
Valinhos, SP, 32º, 18º, 46% , 21% 
Valentim Gentil, SP, 34º, 18º, 46% , 16% 
Valença, BA, 27º, 20º, 96% , 62% 
Valença do Piauí, PI, 34º, 22º, 64% , 30% 
Vale Real, RS, 28º, 19º, 75% , 46% 
Vale Verde, RS, 28º, 19º, 91% , 61% 
Valença, RJ, 32º, 14º, 78% , 24% 
Vale do Paraíso, RO, 37º, 24º, 72% , 32% 
Vale do Sol, RS, 28º, 18º, 77% , 53% 
Vale de São Domingos, MT, 36º, 21º, 52% , 21% 
Vale do Anari, RO, 37º, 24º, 72% , 33% 
Utinga, BA, 25º, 16º, 97% , 54% 
Vacaria, RS, 27º, 16º, 71% , 42% 
Urutaí, GO, 30º, 15º, 49% , 23% 
Urupês, SP, 35º, 17º, 44% , 15% 
Urupema, SC, 26º, 15º, 59% , 29% 
Urussanga, SC, 21º, 16º, 94% , 76% 
Urucuia, MG, 31º, 16º, 66% , 25% 
Uruoca, CE, 34º, 21º, 95% , 39% 
Urucurituba, AM, 34º, 25º, 84% , 45% 
Urupá, RO, 38º, 24º, 70% , 29% 
Uruguaiana, RS, 20º, 15º, 96% , 75% 
Uruçuí, PI, 35º, 23º, 57% , 28% 
Uruará, PA, 33º, 23º, 84% , 43% 
Uruçuca, BA, 28º, 17º, 100% , 46% 
Urucará, AM, 35º, 25º, 86% , 45% 
Urucânia, MG, 27º, 14º, 88% , 35% 
Uruburetama, CE, 33º, 22º, 90% , 44% 
Urubici, SC, 26º, 14º, 58% , 31% 
Uruana de Minas, MG, 30º, 16º, 66% , 24% 
Uruaçu, GO, 34º, 19º, 38% , 16% 
Uru, SP, 34º, 16º, 42% , 16% 
Urbano Santos, MA, 34º, 23º, 98% , 45% 
Urânia, SP, 35º, 20º, 38% , 16% 
Uraí, PR, 34º, 17º, 47% , 16% 
Uruana, GO, 33º, 18º, 39% , 15% 
Uniflor, PR, 34º, 18º, 33% , 14% 
Unistalda, RS, 26º, 18º, 85% , 63% 
União dos Palmares, AL, 25º, 18º, 99% , 77% 
União Paulista, SP, 35º, 18º, 43% , 16% 
União do Sul, MT, 37º, 20º, 59% , 16% 
Urandi, BA, 26º, 15º, 84% , 35% 
Upanema, RN, 35º, 22º, 79% , 34% 
União do Oeste, SC, 32º, 18º, 45% , 22% 
União da Vitória, PR, 31º, 13º, 58% , 22% 
Unaí, MG, 31º, 16º, 65% , 24% 
União de Minas, MG, 35º, 19º, 38% , 15% 
União da Serra, RS, 29º, 16º, 65% , 48% 
União, PI, 35º, 22º, 95% , 33% 
Umuarama, PR, 36º, 20º, 34% , 15% 
Umirim, CE, 33º, 23º, 89% , 41% 
Una, BA, 26º, 20º, 92% , 55% 
Umbuzeiro, PB, 28º, 19º, 97% , 58% 
Umburatiba, MG, 29º, 16º, 98% , 42% 
Umarizal, RN, 35º, 22º, 76% , 30% 
Umbaúba, SE, 27º, 20º, 99% , 57% 
Umburanas, BA, 26º, 17º, 93% , 42% 
Umari, CE, 34º, 23º, 69% , 30% 
Uibaí, BA, 29º, 16º, 85% , 35% 
Ulianópolis, PA, 35º, 23º, 80% , 33% 
Uiraúna, PB, 33º, 22º, 74% , 32% 
Uiramutá, RR, 31º, 20º, 96% , 49% 
Uchoa, SP, 34º, 17º, 43% , 15% 
Ubiretama, RS, 29º, 18º, 73% , 42% 
Ubiratã, PR, 37º, 19º, 40% , 17% 
Ubatuba, SP, 28º, 18º, 66% , 40% 
Ubirajara, SP, 33º, 19º, 41% , 17% 
Ubatã, BA, 29º, 16º, 100% , 41% 
Ubarana, SP, 35º, 17º, 44% , 16% 
Uberlândia, MG, 31º, 18º, 48% , 23% 
Ubaporanga, MG, 28º, 13º, 92% , 36% 
Uberaba, MG, 31º, 18º, 47% , 20% 
Ubajara, CE, 31º, 19º, 88% , 41% 
Ubaíra, BA, 24º, 16º, 100% , 59% 
Ubaitaba, BA, 28º, 17º, 100% , 45% 
Ubaí, MG, 31º, 17º, 80% , 24% 
Uauá, BA, 29º, 19º, 90% , 44% 
Tutóia, MA, 33º, 25º, 89% , 53% 
Ubá, MG, 33º, 15º, 76% , 24% 
Uarini, AM, 34º, 23º, 90% , 48% 
Turvo, PR, 32º, 17º, 49% , 26% 
Turvo, SC, 30º, 19º, 84% , 40% 
Turvolândia, MG, 30º, 14º, 63% , 23% 
Turvânia, GO, 33º, 20º, 38% , 16% 
Turvelândia, GO, 34º, 18º, 44% , 16% 
Tuneiras do Oeste, PR, 35º, 20º, 33% , 14% 
Tururu, CE, 34º, 23º, 90% , 44% 
Tuntum, MA, 35º, 22º, 65% , 31% 
Turuçu, RS, 18º, 15º, 100% , 89% 
Tupã, SP, 34º, 18º, 35% , 16% 
Turmalina, MG, 28º, 12º, 92% , 30% 
Turmalina, SP, 35º, 19º, 39% , 16% 
Tunas do Paraná, PR, 32º, 16º, 53% , 22% 
Tunas, RS, 28º, 18º, 73% , 56% 
Tuiuti, SP, 32º, 16º, 48% , 19% 
Tucumã, PA, 34º, 21º, 81% , 34% 
Tufilândia, MA, 33º, 22º, 98% , 48% 
Tucuruí, PA, 33º, 24º, 90% , 42% 
Tunápolis, SC, 34º, 18º, 51% , 27% 
Tubarão, SC, 21º, 17º, 92% , 75% 
Tumiritinga, MG, 30º, 16º, 91% , 36% 
Tucano, BA, 28º, 20º, 94% , 59% 
Trombudo Central, SC, 32º, 15º, 71% , 25% 
Trombas, GO, 33º, 18º, 44% , 19% 
Trizidela do Vale, MA, 35º, 22º, 85% , 35% 
Triunfo Potiguar, RN, 34º, 22º, 78% , 33% 
Trindade, PE, 30º, 19º, 83% , 34% 
Triunfo, RS, 25º, 17º, 95% , 67% 
Triunfo, PE, 29º, 18º, 89% , 42% 
Triunfo, PB, 33º, 22º, 72% , 31% 
Trindade do Sul, RS, 31º, 18º, 50% , 31% 
Trindade, GO, 31º, 17º, 47% , 17% 
Treze Tílias, SC, 32º, 18º, 51% , 28% 
Três Pontas, MG, 30º, 14º, 73% , 22% 
Três Palmeiras, RS, 30º, 18º, 53% , 36% 
Três Ranchos, GO, 31º, 17º, 43% , 24% 
Três Lagoas, MS, 36º, 21º, 38% , 16% 
Três Fronteiras, SP, 35º, 19º, 40% , 16% 
Três Marias, MG, 31º, 16º, 73% , 23% 
Três Cachoeiras, RS, 24º, 18º, 85% , 65% 
Três Barras, SC, 32º, 13º, 68% , 23% 
Três de Maio, RS, 30º, 18º, 75% , 43% 
Três Barras do Paraná, PR, 35º, 19º, 40% , 19% 
Três Coroas, RS, 30º, 20º, 76% , 48% 
Três Corações, MG, 30º, 14º, 74% , 24% 
Três Arroios, RS, 31º, 16º, 56% , 25% 
Tremembé, SP, 32º, 16º, 54% , 24% 
Torres, RS, 20º, 16º, 99% , 76% 
Tracunhaém, PE, 28º, 19º, 98% , 56% 
Trancoso, BA, 27º, 20º, 92% , 53% 
Tremedal, BA, 27º, 16º, 93% , 38% 
Touros, RN, 30º, 22º, 91% , 58% 
Traipu, AL, 27º, 20º, 98% , 64% 
Trairi, CE, 31º, 24º, 88% , 56% 
Toropi, RS, 25º, 18º, 82% , 64% 
Tomé-Açú, PA, 35º, 23º, 95% , 36% 
Torixoréu, MT, 36º, 18º, 38% , 15% 
Tonantins, AM, 34º, 22º, 98% , 44% 
Torre de Pedra, SP, 34º, 18º, 43% , 17% 
Tombos, MG, 32º, 15º, 71% , 27% 
Tomar do Geru, SE, 27º, 19º, 99% , 56% 
Toledo, MG, 29º, 15º, 53% , 22% 
Tocos do Moji, MG, 28º, 13º, 59% , 23% 
Toledo, PR, 35º, 20º, 38% , 17% 
Tocantins, MG, 30º, 15º, 75% , 29% 
Tocantinópolis, TO, 36º, 22º, 62% , 26% 
Tobias Barreto, SE, 28º, 19º, 98% , 57% 
Tiradentes do Sul, RS, 32º, 17º, 62% , 35% 
Tiradentes, MG, 30º, 13º, 83% , 22% 
Tio Hugo, RS, 28º, 16º, 67% , 55% 
Timóteo, MG, 27º, 15º, 92% , 36% 
Timon, MA, 35º, 23º, 78% , 31% 
Timbó, SC, 34º, 16º, 70% , 30% 
Timbiras, MA, 34º, 21º, 96% , 37% 
Timbé do Sul, SC, 31º, 20º, 76% , 35% 
Tijucas, SC, 29º, 17º, 77% , 47% 
Tijucas do Sul, PR, 31º, 15º, 55% , 22% 
Theobroma, RO, 37º, 24º, 77% , 33% 
Tietê, SP, 34º, 18º, 45% , 16% 
Tibau do Sul, RN, 29º, 22º, 93% , 65% 
Tibau, RN, 31º, 24º, 83% , 60% 
Tianguá, CE, 30º, 19º, 92% , 45% 
Timbaúba dos Batistas, RN, 35º, 22º, 78% , 33% 
Terra de Areia, RS, 20º, 15º, 100% , 80% 
Tesouro, MT, 36º, 20º, 35% , 15% 
Teutônia, RS, 22º, 15º, 97% , 74% 
Terra Rica, PR, 36º, 20º, 33% , 14% 
Terra Roxa, SP, 34º, 17º, 42% , 16% 
Terra Nova do Norte, MT, 38º, 22º, 54% , 22% 
Terra Nova, BA, 26º, 19º, 94% , 68% 
Terezópolis de Goiás, GO, 31º, 17º, 44% , 19% 
Teresina, PI, 36º, 23º, 72% , 34% 
Teofilândia, BA, 27º, 18º, 98% , 61% 
Terenos, MS, 38º, 22º, 42% , 18% 
Terezinha, PE, 24º, 17º, 99% , 69% 
Teresópolis, RJ, 29º, 14º, 70% , 28% 
Teodoro Sampaio, BA, 26º, 18º, 94% , 68% 
Tenório, PB, 29º, 19º, 91% , 47% 
Teodoro Sampaio, SP, 35º, 18º, 35% , 16% 
Telha, SE, 28º, 19º, 97% , 63% 
Tenente Ananias, RN, 34º, 22º, 74% , 31% 
Tejupá, SP, 34º, 18º, 56% , 15% 
Tenente Laurentino Cruz, RN, 32º, 21º, 80% , 38% 
Teixeirópolis, RO, 38º, 24º, 77% , 30% 
Teixeira Soares, PR, 33º, 14º, 61% , 26% 
Tejuçuoca, CE, 32º, 21º, 93% , 38% 
Taubaté, SP, 32º, 16º, 55% , 24% 
Tefé, AM, 34º, 24º, 86% , 45% 
Teixeira, PB, 29º, 19º, 88% , 41% 
Tavares, RS, 23º, 17º, 98% , 87% 
Tavares, PB, 30º, 18º, 86% , 39% 
Teixeira de Freitas, BA, 29º, 18º, 97% , 46% 
Tatuí, SP, 30º, 18º, 53% , 21% 
Tasso Fragoso, MA, 35º, 23º, 62% , 27% 
Taquarussu, MS, 38º, 20º, 45% , 17% 
Tarauacá, AC, 34º, 22º, 96% , 47% 
Taquarivaí, SP, 33º, 17º, 50% , 19% 
Tartarugalzinho, AP, 34º, 24º, 99% , 48% 
Taquaruçu do Sul, RS, 32º, 17º, 60% , 34% 
Tarrafas, CE, 33º, 22º, 70% , 30% 
Taquaritinga do Norte, PE, 27º, 18º, 96% , 58% 
Taquara, RS, 22º, 16º, 95% , 76% 
Taquari, RS, 28º, 19º, 91% , 63% 
Taquaral de Goiás, GO, 32º, 19º, 39% , 17% 
Taquarituba, SP, 34º, 17º, 60% , 17% 
Tapes, RS, 19º, 17º, 96% , 84% 
Tapiramutá, BA, 24º, 15º, 98% , 58% 
Tapiraí, MG, 30º, 15º, 51% , 25% 
Tapiratiba, SP, 30º, 15º, 47% , 18% 
Tapira, PR, 37º, 19º, 36% , 14% 
Tapejara, RS, 28º, 17º, 83% , 49% 
Tapera, RS, 25º, 17º, 94% , 67% 
Tapira, MG, 28º, 14º, 49% , 22% 
Tapauá, AM, 36º, 25º, 80% , 43% 
Tanque Novo, BA, 28º, 16º, 90% , 37% 
Tapejara, PR, 35º, 21º, 41% , 20% 
Taparuba, MG, 28º, 14º, 85% , 36% 
Tanque do Piauí, PI, 34º, 24º, 61% , 30% 
Tangará da Serra, MT, 38º, 22º, 47% , 16% 
